distr_name,original_name
"Соус для мяса Медово-горчичный Костровок, 270гр/250мл, 12 шт/кор, Россия","Соус для мяса Медово-Горчичный, 270 г"
"Соус для приготовления курицы терияки Чим-Чим, 150 гр, пакет, 32 шт/кор, Россия","Соус для приготовления курицы терияки, 150 гр., 32 шт"
"Соус для приготовления свинины в кисло-сладком соусе Чим-Чим, 150 гр, 32 шт/кор, Виртекс, Россия","Соус для приготовления свинины в кисло-сладком соусе, 150 гр., 32 шт"
"Соус Сливочно-кунжутный Чим-Чим, 180гр, 12 шт/кор","Соус Сливочно-кунжутный, 180 г"
"Соус Тонкацу сливовый для мяса Чим-Чим, 200гр/180мл, стекл.бут, 12 шт/кор, Россия","Соус Тонкацу, 200 г"
"Соус Тонкацу сливовый для мяса Чим-Чим, 300мл, ст/бут, 12 шт/кор, Россия","Соус Тонкацу, 300 г "
"Соус Чили с манго Чим-Чим, 210гр/180мл, ст/бут, 12 шт/кор, Россия","Соус Чили-манго, 210 г"
"Уксус рисовый для суши и роллов 3% ЧИМ-ЧИМ PROFESSIONAL, ст/бут, 180 мл, 12 шт/кор, Россия","Рисовый уксус, 180 мл"
"Заправка салатная Кунжутная Гурмикс, 80гр, 10 шт/уп, 4 уп/кор, Россия","Салатная заправка Кунжутная, 80 г"
"Заправка салатная Тайская Гурмикс, 80гр, 20 шт/кор, Россия","Салатная заправка Тайская, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
"Маринад для приготовления крылышек медово-горчичных Костровок, 80 гр, 40 шт/кор, Россия","Маринад для крылышек медово-горчичных, 80 гр"
"Маринад Чесночный Костровок, 80гр, 10 шт/уп, 4 уп/кор, Россия","Маринад Чесночный, 80 гр"
"Соус для приготовления крылышек терияки Костровок, 90 гр, 10 шт/уп, 4 уп/кор, Россия","Соус Для крылышек терияки, 90 гр"
"Соус для приготовления Яки Соба Чим-Чим, 90 гр, 10 шт/уп, 40 шт/уп, Виртекс, Россия","Соус для приготовления Яки Соба, 90 гр"
"Соус для приготовления Яки Удон Чим-Чим, 90гр, 40 шт/уп, Россия","Соус для приготовления Яки Удон, 90 гр"
"Соус Устричный Чим-Чим для фунчозы с говядиной, 90 гр, 40шт/кор, Виртекс, Россия","Соус Устричный для фунчозы ""Чим-Чим"", 90 гр"
"Соус Якитори для курицы Чим-Чим, 90 гр, 40шт/кор, Россия","Соус для Курицы ""Якитори"", 90 г"
"Соус Соево-чесночный Чим-Чим, 320гр/250мл, ст/бут, 12 шт/кор, Россия",Соус WOK Соево-Чесночный 320 гр.
"Маринад Кавказский Костровок, 80 гр, 40 шт/кор, Виртекс, Россия","Маринад Кавказский, 80 гр"
"Соус для мяса Барбекю Костровок, 320гр/250мл, ст/бут, 12 шт/кор, Россия",Соус для мяса Барбекю с черносливом 320 гр (250мл)
"Соус для пельменей Чим-Чим, 290гр, ст/бут, 6шт/кор, Россия","Соус для пельменей, 370 г"
"Соус Соево-чесночный Чим-Чим, 320гр/250мл, ст/бут, 12 шт/кор, Россия",Соус WOK Соево-Чесночный 320 гр.
"Основа для приготовления Глинтвейна на красном вине Костровок, 100гр, 10шт/уп, 4 уп/кор, Россия","Основа для приготовления Глинтвейна на красном вине, Костровок, 100 г"
"Основа для согревающего напитка Клюква и можжевельник, Гурмикс, 25 мл, 21 шт/уп, 6 уп/кор","Основа для согревающего напитка Клюква и можжевельник, 32 г"
"Соус для мяса Аджичный Костровок, 300гр/250мл, 12 шт/кор, Россия",Соус для мяса Аджичный с ягодами кизила 300 гр (250 мл)
"Соус для приготовления жаркого с грибами по-домашнему, Гурмикс, Нужен ужин, 50гр, 20 шт/кор","Соус для приготовления жаркого с грибами по-домашнему, 50 г"
"Соус для приготовления сочного рагу из индейки, Гурмикс, Нужен ужин, 50гр, 20 шт/кор, Россия","Соус для приготовления сочного рагу из индейки, 50 г"
"Соус для тушения курицы карри в пряной подливе, Гурмикс, Нужен ужин, 50гр, 20 шт/кор, Россия","Соус для тушения курицы карри в пряной подливе, 50 г"
"Соус Сладкий чили Чим-Чим, 220гр, ст/бут, 12 шт/кор, Россия","Соус Сладкий чили, 220 г"
"Соус Шрирача Тайский жгучий Чим-Чим, 205гр/180мл, ст/бут, 12 шт/кор, Россия","Соус Шрирача, 205 г"
"Основа для приготовления лимонада Мохито классический, Гурмикс, 150гр, 8 шт/уп, 2 уп/кор","Основа для приготовления Лимонада Мохито классический, 150 г"
"Соус-основа для макарон с беконом в сливочно-сырном соусе Гурмикс, 120гр, 40 шт/кор",Соус сливочно-сырный (макароны с беконом)
"Соус-основа для пасты с курицей в сливочно-грибном соусе Гурмикс, 120гр, 40 шт/кор",Соус сливочно-грибной (паста с курицей)
"Корейская заправка для фунчозы ""Чим-Чим"" 60гр*12","Корейская заправка для фунчозы, 60 гр"
"Дымок-Коптильный ""Жидкий дым"" ""Костровок"" 0,33л*12 (ПЭТ-бут)","Жидкий дым Классический 0,33 л."
"Корейская заправка для капусты ""Чим-Чим"" 60гр*12","Корейская заправка для капусты, 60 гр"
"Соевый соус ""УСТРИЧНЫЙ"" Чим-Чим, 12 шт*206г (ст/бут)","Соус Устричный, 180 мл"
